Specialty_Dist_Rep,Common_Grp_Id,Common_Grp_Desc,Common_Entity_Id,Common_Entity_Desc,Customer_No,Customer_Name,Active_Status,Primary_Secondary,Cmpny_Cd,Sales_Org,Dea_Number,Address,City,State,ZIP,Acc_340B_Id,Mpb_Account_Class_Desc,Mck_Account_Class_Desc
JACKSON FENTRESS,72143,CHCA - ST JUDE CHILDRENS,72143,CHCA - ST JUDE CHILDRENS,801053,ST JUDE CHILD AMB WAC A34,Active,PRIMARY,8545,8000|8545,AR0393037,262 DANNY THOMAS PLACE,MEMPHIS,TN,38105,PED443302-00,WAC,WAC Acct.
JACKSON FENTRESS,72143,CHCA - ST JUDE CHILDRENS,72143,CHCA - ST JUDE CHILDRENS,906851,ST JUDE CHILD  HOSP   PHS,Active,PRIMARY,8545,8000|8545,AR0393037,262 DANNY THOMAS PLACE,MEMPHIS,TN,38105,PED443302-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72143,CHCA - ST JUDE CHILDRENS,72143,CHCA - ST JUDE CHILDRENS,907068,ST JUDE CHILD WAC A34,Active,PRIMARY,8545,8000|8545,AR0393037,262 DANNY THOMAS PLACE,MEMPHIS,TN,38105,PED443302-00,WAC,WAC Acct.
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,214683,COOPER MDA MOOR GPO,Active,PRIMARY,8545,8000|8545,FC3988916,400 NJ-38 MOORESTOWN MALL,MOORESTOWN,NJ,8057,0,GPO,GPO Acct.
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,222062,COOPER MOORE SC GPO,Active,PRIMARY,8545,8000|8545,FC3988916,400 NJ-38,MOORESTOWN,NJ,8057,0,GPO,GPO Acct.
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,518090,COOPER MED CTR WAC A34,Active,PRIMARY,8545,8000|8545,AC0663484,ONE COOPER PLAZA,CAMDEN,NJ,8103,DSH310014,WAC,WAC Acct.
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,518305,COOPER MDA CAMDEN PHS,Active,PRIMARY,8545,8000|8545,FS6935211,400 HADDON AVE FL 3,CAMDEN,NJ,8103,DSH310014G,PHS,PHS/340B Acct
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,518412,COOPER MDA WB PHS,Active,PRIMARY,8545,8000|8545,,900 CENTENNIAL BLVD STE M,VOORHEES,NJ,8043,DSH310014D,PHS,PHS/340B Acct
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,518466,COOPER MDA VOORHEES PHS,Active,PRIMARY,8545,8000|8545,FM3525803,900 CENTENNIAL BVD STE F,VOORHEES,NJ,8043,DSH310014D,PHS,PHS/340B Acct
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,518573,COOPER MEDICAL CENTER,Active,PRIMARY,8545,8000|8545,AC0663484,ONE COOPER PLAZA,CAMDEN,NJ,8103,0,GPO,GPO Acct.
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,524799,COOPER MDA VH WAC A34,Active,PRIMARY,8545,8000|8545,,900 CENTENNIAL BVD,VOORHEES,NJ,8043,DSH310014D,WAC,WAC Acct.
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,589931,COOPER/ROMISHER ML PHS,Active,PRIMARY,8545,8000|8545,FR7859246,501 FELLOWSHIP RD #102,MOUNT LAUREL,NJ,8054,DSH310014C,PHS,PHS/340B Acct
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,591595,COOPER VOOREES SC PHS,Active,PRIMARY,8545,8000|8545,FD7526657,900 CENTENNIAL BLVD #E,VOORHEES,NJ,8043,DSH310014A,PHS,PHS/340B Acct
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,597606,COOPER MED CTR PHS,Active,PRIMARY,8545,8000|8545,AC0663484,ONE COOPER PLAZA,CAMDEN,NJ,8103,DSH310014,PHS,PHS/340B Acct
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,618590,WRAY COOPER RANCOCAS PHS,Active,PRIMARY,8545,8000|8545,FH8503321,218 C SUNSET RD,WILLINGBORO,NJ,8046,DSH310014B,PHS,PHS/340B Acct
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,698208,WALG 15443/COOPER UNV PHS,Active,PRIMARY,8545,8000|8545,BI9716587,10530 JOHN W ELLIOTT #100,FRISCO,TX,75033,DSH310014,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,698211,WALG 15438/COOPER UNV PHS,Active,PRIMARY,8545,8000|8545,FO1120500,41460 HAGGERTY CIR S,CANTON,MI,48188,DSH310014,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,698250,WALG 12097/COOPER UNV PHS,Active,PRIMARY,8545,8000|8545,FW1698200,1 ROBERT WOOD JOHNSON PL,NEW BRUNSWICK,NJ,8901,DSH310014,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,733333,BERGEN/COOPER HEALTH PHS,Active,PRIMARY,8545,8000|8545,FB4200274,240 WILLIAMSON ST #101,ELIZABETH,NJ,7202,DSH310014,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,841798,WALG 16560/COOPER UNV PHS,Active,PRIMARY,8545,8000|8545,FW7849409,532 FEDERAL ST,CAMDEN,NJ,8103,DSH310014,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,842383,WALG 21171/COOPER UNV PHS,Active,PRIMARY,8545,8000|8545,FW8103880,900 CENTENIAL BLDG 2 #205,VOORHEES,NJ,8043,DSH310014,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72204,COOPER HEALTH SYSTEM,72204,COOPER HEALTH SYSTEM,928189,ONCO360 NHP/COOPER HS PHS,Active,PRIMARY,8545,8000|8545,BS7713844,1985 MARCUS AVE STE 120,NEW HYDE PARK,NY,11042,DSH310014,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,2713,MFLD LAKEVIEW ONCOLOGY,Active,PRIMARY,8545,8000|8545,FL2318106,1700 W STOUT ST,RICE LAKE,WI,54868,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,3223,MFLD MC HUME LKVW GPO,Active,PRIMARY,8545,8000|8545,FM6542244,611 ST JOSEPHS AVE,MARSHFIELD,WI,54449,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,3288,MFLD MC HUME LKVW PHS,Inactive,PRIMARY,8545,8000|8545,FM6542244,611 N SAINT JOSEPH AVE,MARSHFIELD,WI,54449,SCH520011-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,4693,MFLD LAKEVW ONCOLOGY PHS,Active,PRIMARY,8545,8000|8545,FL2318106,1700 W STOUT ST,RICE LAKE,WI,54868,SCH520011-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,6661,MEM HOSP INC/MEMMED PHS,Active,PRIMARY,8545,8000|8545,FM9907734,N3708 RIVER AVE,NEILLSVILLE,WI,54456,CAH521323-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,11531,MFLD FLAMB PRK FALLS PHS,Active,PRIMARY,8545,8000|8545,FM9345112,98 SHERRY AVE,PARK FALLS,WI,54552,CAH521325-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,14576,MFLD FLAMBEAU HUME PHS,Active,PRIMARY,8545,8000|8545,FM6542244,611 ST JOSEPHS AVE,MARSHFIELD,WI,54449,CAH521325-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,14577,MFLD FLAMBEAU HUME GPO,Active,PRIMARY,8545,8000|8545,FM6542244,611 ST JOSEPHS AVE,MARSHFIELD,WI,54449,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,25919,MFLD EAU CLAIRE HUME PHS,Active,PRIMARY,8545,8000|8545,FM6542244,611 ST JOSEPHS,MARSHFIELD,WI,54449,DSH520210A,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,25920,MFLD EAUCLAIRE HME WACA34,Active,PRIMARY,8545,8000|8545,FM6542244,611 ST JOSEPHS,MARSHFIELD,WI,54449,DSH520210A,WAC,WAC Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,56274,MARSHFIELD CL PHCY-MINOCQ,Active,PRIMARY,8545,8000|8545,BM2824414,9576 STATE HIGHWAY 70,MINOCQUA,WI,54548,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,62149,MFLD BEAVER DAM,Active,PRIMARY,8545,8000|8545,AB5024322,707 S UNIVERSITY AVE,BEAVER DAM,WI,53916,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,65827,MFLD BEAVER DAM INFUSION,Active,PRIMARY,8545,8000|8545,AB5024322,707 S UNIVERSITY AVE,BEAVER DAM,WI,53916,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,72750,MMC RIVER REGION,Active,PRIMARY,8545,8000|8545,FM1393646,4100 STATE HIGHWAY 66,STEVENS POINT,WI,54482,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,73255,MFLD LAKEVIEW ONCO WACA34,Active,PRIMARY,8545,8000|8545,FL2318106,1700 W STOUT ST,RICE LAKE,WI,54868,SCH520011-00,WAC,WAC Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,122851,MMC NEILLSVILLE HUME,Active,PRIMARY,8545,8000|8545,FM6542244,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,124765,MFLD MC CENTER PARK FALLS,Active,PRIMARY,8545,8000|8545,FM9345112,98 SHERRY AVE BOX 310,PARK FALLS,WI,54552,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,136286,MEMORIAL HOSP INC PHCY,Active,PRIMARY,8545,8000|8545,AM3929126,216 SUNSET PLACE,NEILLSVILLE,WI,54456,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,176759,MFLD MINOCQUA ONCOLOGY,Active,PRIMARY,8545,8000|8545,FM8913990,9576 STATE HIGHWAY 70,MINOCQUA,WI,54548,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,197773,MARSHFIELD HOSPITAL PHCY,Active,PRIMARY,8545,8000|8545,FM6542244,611 N ST JOSEPH AVE,MARSHFIELD,WI,54449,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,199912,MRSHFLD MED CT WACA34,Active,PRIMARY,8545,8000|8545,FM6542244,611 SAINT JOSPEH AVENUE,MARSHFIELD,WI,54449,DSH520037,WAC,WAC Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,199932,MFLD MED CTR WACA34,Active,PRIMARY,8545,8000|8545,FM6542244,611 N SAINT JOSEPH AVE,MARSHFIELD,WI,54449,DSH520037,WAC,WAC Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,208651,MARSHFIELD CL PHC-CENTRAL,Active,PRIMARY,8545,8000|8545,BC6511251,630 SOUTH CENTRAL AVENUE,MARSHFIELD,WI,54449,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,229626,DICKINSON CY MEM HSP PHCY,Active,PRIMARY,8545,8000|8545,AD2767119,1721 SOUTH STEPHENSON,IRON MOUNTAIN,MI,49801,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,245679,MFLD CLN PHCY/MFC ECL PHS,Inactive,PRIMARY,8545,8000|8545,BC0633126,1000 N OAK AVE,MARSHFIELD,WI,54449,DSH520210,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,245840,MFLD CL PCY EC/MFC EC PHS,Inactive,PRIMARY,8545,8000|8545,BC6307412,2116 CRAIG ROAD,EAU CLAIRE,WI,54701,DSH520210,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,252139,MFLD MED CTR - LADYSMITH,Active,PRIMARY,8545,8000|8545,FM7797155,1200 PORT ARTHUR RD,LADYSMITH,WI,54848,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,262175,MFLD MED CTR EAU CLAIRE,Active,PRIMARY,8545,8000|8545,FE7465051,2310 CRAIG RD,EAU CLAIRE,WI,54701,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,312418,LAKEVIEW MC MFLD SCH PHS,Active,PRIMARY,8545,8000|8545,FL2318106,1700 W STOUT STREET,RICE LAKE,WI,54868,SCH520011-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,410716,MARSHFIELD CL PHCY-WAUSAU,Active,PRIMARY,8545,8000|8545,BC5998313,2727 PLAZA DRIVE,WAUSAU,WI,54401,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,411289,LAKEVIEW MED CTR MFLD,Active,PRIMARY,8545,8000|8545,FL2318106,1700 W STOUT STREET,RICE LAKE,WI,54868,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,480085,MARSHFIELD CLINIC PHCY,Active,PRIMARY,8545,8000|8545,BC0633126,1000 NORTH OAK AVE,MARSHFIELD,WI,54449,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,489621,MRSHFLD MED CTR DSH PHS,Active,PRIMARY,8545,8000|8545,FM6542244,611 SAINT JOSPEH AVENUE,MARSHFIELD,WI,54449,DSH520037,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,521983,MFLD MED CTR-DSH PHS,Active,PRIMARY,8545,8000|8545,FM6542244,611 NORTH SAINT JOSEPH AVENUE,MARSHFIELD,WI,54449,DSH520037,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,568406,MFLD MC HUME MFLD LS PHS,Active,PRIMARY,8545,8000|8545,FM6542244,611 ST JOSEPHS AVE,MARSHFIELD,WI,54449,CAH521328-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,595592,MFLD CLN SPCLTY PHARM-3FL,Active,PRIMARY,8545,8000|8545,FM1747130,1000 NORTH OAK AVENUE,MARSHFIELD,WI,54449,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,627898,MARSHFIELD CL PHCY-EC,Active,PRIMARY,8545,8000|8545,BC6307412,2116 CRAIG ROAD,EAU CLAIRE,WI,54701,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,637731,FAMILY HLTH CTR MFLD  PHS,Active,PRIMARY,8545,8000|8545,BF8328331,1307 NORTH ST JOSEPH AVE,MARSHFIELD,WI,54449,CH05084AD,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,717448,DIPLOMAT SAG/DICKNSON PHS,Inactive,PRIMARY,8545,8000|8545,,4100 S SAGINAW,FLINT,MI,48507,SCH230055-00,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,788245,LAKEVIEW MED CTR SCH  PHS,Inactive,PRIMARY,8545,8000|8545,FL2318106,1700 W STOUT ST,RICE LAKE,WI,54868,SCH520011-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,790192,MEMORIAL HOSP INC PHCY,Active,PRIMARY,8545,8000|8545,FM9907734,N3708 RIVER AVE,NEILLSVILLE,WI,54456,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,803284,MARSHFLD CLIN 1/MARSH PHS,Active,PRIMARY,8545,8000|8545,BC0633126,1000 N OAK AVE 1ST FLOOR,MARSHFIELD,WI,54449,DSH520037,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,803285,MARSHFLD CLIN 3/MARSH PHS,Active,PRIMARY,8545,8000|8545,BC0633126,1000 N OAK AVE 3RD FLOOR,MARSHFIELD,WI,54449,DSH520037,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,803610,MARSHFIELD CL MAT MGMNT,Active,PRIMARY,8545,8000|8545,FM6542244,611 SAINT JOSEPH AVENUE,MARSHFIELD,WI,54449,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,821020,MARSHFIELD OAK/MARSH  PHS,Active,PRIMARY,8545,8000|8545,FM1747130,1000 N OAK AVE,MARSHFIELD,WI,54449,SCH520011-00,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,829046,LAKEVIEW MC MFLD WAC A34,Active,PRIMARY,8545,8000|8545,FL2318106,1700 W STOUT STREET,RICE LAKE,WI,54868,DSH520011,WAC,WAC Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,837785,MFLD MC HUME GPO,Active,PRIMARY,8545,8000|8545,FM6542244,611 ST JOSEPHS AVE,MARSHFIELD,WI,54449,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,837833,MFLD MED CTR HUME PHS,Active,PRIMARY,8545,8000|8545,FM6542244,611 ST JOSEPHS,MARSHFIELD,WI,54449,SCH520011-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,837853,MFLD MED CTR HUME WACA34,Active,PRIMARY,8545,8000|8545,FM6542244,611 ST JOSEPHS,MARSHFIELD,WI,54449,DSH520011,WAC,WAC Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,837859,MFLD MED LADYSMITH PHS,Active,PRIMARY,8545,8000|8545,FM7797155,1200 PORT ARTHUR RD,LADYSMITH,WI,54848,CAH521328-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,837892,MFLD MED CTR WESTON IP,Active,PRIMARY,8545,8000|8545,FM9337850,3400 MINISTRY PKWY,WESTON,WI,54476,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,837916,MFLD MED MINOCQUA,Active,PRIMARY,8545,8000|8545,FM8913990,9576 STATE HIGHWAY 70,MINOCQUA,WI,54548,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,837950,MFLD MED CTR NON 340B,Active,PRIMARY,8545,8000|8545,FM6542244,611 N SAINT JOSEPH AVE,MARSHFIELD,WI,54449,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,837959,MFLD LADYSMITH INFUSN PHS,Active,PRIMARY,8545,8000|8545,FM7797155,1200 PORT ARTHUR RD,LADYSMITH,WI,54848,CAH521328-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,837965,MFLD LADYSMITH INFUSION,Active,PRIMARY,8545,8000|8545,FM7797155,1200 PORT ARTHUR RD,LADYSMITH,WI,54848,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,843208,WALG 15443/MARSHFIELD PHS,Active,PRIMARY,8545,8000|8545,BI9716587,10530 JOHN W ELLIOTT #100,FRISCO,TX,75033,DSH520037,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,843210,WALG 16287/MARSHFIELD PHS,Active,PRIMARY,8545,8000|8545,BF8715661,130 ENTERPRISE DR,PITTSBURGH,PA,15275,DSH520037,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,843211,WALG 15438/MARSHFIELD PHS,Active,PRIMARY,8545,8000|8545,FO1120500,41460 HAGGERTY CIR S,CANTON,MI,48188,DSH520037,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,843212,CYSTIC FIBR SVC/MARSH PHS,Active,PRIMARY,8545,8000|8545,FC6609107,10530 JOHN W ELLIOT #200,FRISCO,TX,75033,DSH520037,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,870564,DICKINSON CTY 340B PHS,Active,PRIMARY,8545,8000|8545,FD9556020,1721 S STEPHENSON AVE STE A,IRON MOUNTAIN,MI,49801,SCH230055-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,881289,MARSHFLD OAK/MARSH LS PHS,Active,PRIMARY,8545,8000|8545,BC0633126,1000 NORTH OAK AVE,MARSHFIELD,WI,54449,CAH521328-00,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,901972,OPTUM702 IN/DICKINSON PHS,Inactive,PRIMARY,8545,8000|8545,FB4247943,1050 PATROL RD,JEFFERSONVILLE,IN,47130,SCH230055-00,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,909134,DICKINSON CTY HC RTL PHCY,Active,PRIMARY,8545,8000|8545,FD9556020,1721 S STEPHENSON AVE STE A,IRON MOUNTAIN,MI,49801,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,911725,DICKINSON CO CIMP GPO MPB,Active,PRIMARY,8545,8000|8545,AD2767119,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,911733,DICKINSON CO CIMP PHS MPB,Active,PRIMARY,8545,8000|8545,AD2767119,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,SCH230055-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,911733,DICKINSON CO CIMP PHS MPB,Active,PRIMARY,8545,8000|8545,AD2767119,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,SCH230055-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,918066,MARSHFIELD CL PHY MOSINEE,Active,PRIMARY,8545,8000|8545,FM0611598,390 ORBITING DRIVE,MOSINEE,WI,54455,0,GPO,GPO Acct.
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,946768,DICKINSON CO HS PHCY PHS,Active,PRIMARY,8545,8000|8545,AD2767119,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,SCH230055-00,PHS,PHS/340B Acct
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,954764,PRIME THER SPC/DICKSN PHS,Inactive,PRIMARY,8545,8000|8545,,2354 COMMERCE PARK DR 100,ORLANDO,FL,32819,SCH230055-00,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,960515,MFLD CLN SPCP 3FL/MMC PHS,Active,PRIMARY,8545,8000|8545,FM1747130,1000 NORTH OAK AVENUE,MARSHFIELD,WI,54449,CAH521323-00,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,973235,ACCREDO IND/DICKINSON PHS,Inactive,PRIMARY,8545,,,2825 W PERIMETER RD #112,INDIANAPOLIS,IN,46241,SCH230055-00,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,973238,ACCREDO MEM/DICKINSON PHS,Inactive,PRIMARY,8545,8000|8545,BA9451167,1620 CENTURY CTR PKWY 109,MEMPHIS,TN,38134,SCH230055-00,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72460,MARSHFIELD,72460,MARSHFIELD,974513,MARSHFIELD CLP/FLMBEA PHS,Active,PRIMARY,8545,8000|8545,BC0633126,1000 NORTH OAK AVE,MARSHFIELD,WI,54449,CAH521325-00,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72794,NPC - NE PURCHASING COOP,1229,MAINE MEDICAL CENTER ME,33897,DIPLOMAT SAG/MAINE MC PHS,Inactive,PRIMARY,8545,,,4100 S SAGINAW #D,FLINT,MI,48507,DSH200009,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,72794,NPC - NE PURCHASING COOP,1229,MAINE MEDICAL CENTER ME,431433,MID COAST HOSP GPO MPB,Inactive,PRIMARY,8545,8000|8545,,329 MAINE STREET,BRUNSWICK,ME,4011,0,GPO,GPO Acct.
JACKSON FENTRESS,72794,NPC - NE PURCHASING COOP,1229,MAINE MEDICAL CENTER ME,713666,LINCOLN HEALTH GPO MPB,Inactive,PRIMARY,8545,8000|8545,FM8086022,35 MILES STREET,DAMARISCOTTA,ME,4543,0,GPO,GPO Acct.
JACKSON FENTRESS,72794,NPC - NE PURCHASING COOP,1229,MAINE MEDICAL CENTER ME,742969,STEPHENS MEM HOSP GPO MPB,Inactive,PRIMARY,8545,8000|8545,FM8086034,181 MAIN ST,NORWAY,ME,4268,0,GPO,GPO Acct.
JACKSON FENTRESS,72794,NPC - NE PURCHASING COOP,1229,MAINE MEDICAL CENTER ME,932956,DIPLOMAT SAG/MN GENMC PHS,Inactive,PRIMARY,8545,8000|8545,,4100 S SAGINAW #D,FLINT,MI,48507,DSH200039,PHS,PHS Contract Pharmacy
JACKSON FENTRESS,73163,TAMPA GENERAL HOSP,73163,TAMPA GENERAL HOSP,261,TGMG NORTH RIVERVIEW,Active,PRIMARY,8545,8000|8545,,3140 S FALKENBURG RD #302,RIVERVIEW,FL,33578,0,GPO,GPO Acct.
JACKSON FENTRESS,73163,TAMPA GENERAL HOSP,73163,TAMPA GENERAL HOSP,262,TGMG PINELLAS PARK,Active,PRIMARY,8545,8000|8545,,6088 PARK BLVD NORTH,PINELLAS PARK,FL,33781,0,GPO,GPO Acct.
